타임스탬프,1. 종합비타민 등 영양제를 섭취한 경험이 있습니까?,1-1. 섭취하신 영양제 종류를 모두 골라주세요.,2. 종합비타민 등 영양제를 구매한 경험이 있습니까?,"3. 비타민B군 영양제를 섭취한 경험이 있습니까? (아로나민골드, 비맥스메타, 엑세라민비, 임팩타민, 벤포벨 등)",4. 비타민B군 영양제를 구매한 경험이 있습니까?,5. 어떤 상황에서 특히 건강을 잘 챙겨야겠다고 느끼십니까? (답변 필수는 아니지만 연구에 많은 도움이 됩니다.),6. 어떤 상황에서 특히 피로하다고 느끼십니까? (답변 필수는 아니지만 연구에 많은 도움이 됩니다.),1. 향후 비타민B군 영양제를 구매할 의향이 있으십니까?,1-1. 구매할 의향이 있다면 그 이유는 무엇입니까? (중복체크),1-2. 구매할 의향이 없다면 그 이유는 무엇입니까? (중복체크),2. 아로나민골드/아로나민골드프리미엄에 대해 알고 계십니까?,3. 아로나민골드/아로나민골드프리미엄 제품을 구매한 경험이 있습니까?,4. 향후 아로나민골드/아로나민골드프리미엄을 구매할 의향이 있으십니까?,5. 비맥스메타/비맥스액티브/엑세라민비/임팩타민프리미엄/벤포벨 제품을 구매한 경험이 있습니까?,"6. 비타민B군 영양제를 섭취한 경험이 있는 경우, 효과가 있다고 느끼셨습니까?","7. 비타민B군 영양제를 섭취한 경험이 있는 경우, 부작용이 있으셨습니까? (있는 경우 증상을 기타에 적어주세요)",1. 나는 비타민B군 영양제에 관심이 있다,2. 나에게 비타민B군 영양제는 중요하다,3. 나에게 비타민B군 영양제는 가치가 있다,4. 나에게 비타민B군 영양제는 유용하다,5. 내가 비타민B군 영양제를 섭취했다면 해당 영양제는 (누가) 구매했을 것이다,6. 내가 비타민B군 영양제를 구매한다면 (누가) 섭취하는 것으로 상정하고 구매할 것이다,1. 비타민 등을 구매할 때 중요하게 고려하는 사항은 무엇입니까? (중복허용),2. 비타민B군 영양제의 가격은 제품을 섭취/구매하는 데 있어 중요하게 작용한다,3. 비타민B군 영양제의 적정 가격 수준은 얼마라고 생각하십니까?,4. 비타민B군 영양제의 성분 및 함량은 제품을 섭취/구매하는 데 있어 중요하게 작용한다,5. 비타민B군 영양제의 브랜드 인지도 및 이미지는 제품을 섭취/구매하는 데 있어 중요하게 작용한다,6. 비타민B군 영양제를 약국에서만 구매할 수 있는 경우 구매할 의향이 있다 (온라인몰 등 불가),7. 비타민B군 영양제를 해외직구로 구매할 수 있는 경우 구매할 의향이 있다 ,1. 평소 일상적으로 사용하시는 항목을 모두 골라주세요,2. 평소 원하는 정보를 얻기 위해서 사용하시는 정보원을 모두 골라주세요,3. 나는 평소 제품을 구매할 때 제품의 특징을 면밀히 살펴보고 구매한다,4. 나는 평소 제품을 구매할 때 다른 제품과 비교해보고 구매한다,1. 나는 건강에 대해 관심이 많다,2. 나는 식사와 영양에 관심이 많다,3. 나는 식품을 구매할 때 포장지 뒷면의 영양성분표시 부분을 확인한다,4. 평소 운동을 얼마나 자주 하십니까? (30분 이상 숨 차는 강도),5. 본인이 건강을 위해 중요하다고 생각하고 실천 중인 건강관리 방법은 무엇입니까?,1. 나는 건강하다고 생각한다,2. 하루 평균 수면시간은 어떻게 되십니까?,3. 음주를 얼마나 자주 하십니까?,4. 커피를 얼마나 자주 마십니까?,5. 담배를 피우십니까?,5-1. 하루 평균 흡연량이 얼마나 되십니까?,"6. 현재 앓고 있는 질병이 있거나, 과거에 질병을 앓은 적이 있습니까?",1. 본인의 성별은?,2. 본인의 나이는?,3. 결혼 여부,4. 가구 수,5. 최종학력,6. 직업,7. 소득 수준 (주부의 경우 가구 소득 수준),
2022/06/07 6:05:24 오후 GMT+9,예 (1-1번으로 이동),종합비타민;비타민C;비타민B;오메가3;유산균,예,예,예,피곤하거나 주요 증상이 있을때,과로 스트레스 상황에서,예 (1-1번으로 이동),피로회복을 위해;질병의 예방 및 치료를 위해,,예,예,예,아니오,예,아니오,5,5,5,5,1,1,주변의 효과와 경험담 소개;제조사(상표) 신뢰도,2,2~3만원 미만,4,4,4,4,유튜브;네이버카페;신문/뉴스포털,"유튜브;포털사이트 (구글, 네이버, 다음 등);네이버카페",5,5,5,4,3,주 3~5회,"규칙적인 운동;좋은 식습관;규칙적인 생활;비타민, 무기질 등 영양제 섭취;정기적인 건강검진",3,6~8시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,있다,여자,50대,기혼,3~5인 가구,대학교 졸업,자영업,월 300~400만원 미만,
2022/06/07 6:09:28 오후 GMT+9,예 (1-1번으로 이동),"비타민C;오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,아니오,아니오,아플때,술 마신 다음날,예 (1-1번으로 이동),질병의 예방 및 치료를 위해;피부 미용을 위해;건강 유지를 위해,,예,아니오,예,아니오,아니오,아니오,4,3,3,3,5,1,제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량,4,3~4만원 미만,5,3,5,3,유튜브;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청;라디오 청취;신문/뉴스포털,"유튜브;포털사이트 (구글, 네이버, 다음 등);네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청;라디오 청취;신문/뉴스포털;지인",4,5,5,5,5,주 1~2회,규칙적인 운동;좋은 식습관;규칙적인 생활,3,6~8시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,40대,기혼,3~5인 가구,전문대 졸,사무직,월 700만원 이상,
2022/06/07 6:12:08 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민B;무기질 (마그네슘, 칼슘, 철분 등);유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,예,"피곤함을 많이 느낄때, 수면이 부족할때, ","집안청소후, 운동후, 사람들과 대화를 많이한날, 아이들과 놀아준날 ㅎㅎ ",예 (1-1번으로 이동),피로회복을 위해;일상의 활력 충전을 위해;건강 유지를 위해,가격이 비싸다,예,아니오,아니오,예,예,아니오,3,3,3,3,1,1,"주변의 효과와 경험담 소개;제조사(상표) 신뢰도;적정 가격;제품의 형태(알약, 분말, 액상, 발포형)",5,1~2만원 미만,3,4,4,4,유튜브;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청;신문/뉴스포털,"유튜브;포털사이트 (구글, 네이버, 다음 등);온라인/모바일앱 커뮤니티 (네이버카페 외);신문/뉴스포털;지인",4,4,4,4,4,주 3~5회,"규칙적인 운동;좋은 식습관;비타민, 무기질 등 영양제 섭취;정기적인 건강검진",4,6~8시간,일주일에 2~3회,하루에 2잔 이상,아니오 (6번으로 이동),,없다,여자,50대,기혼,3~5인 가구,전문대 졸,주부,월 700만원 이상,
2022/06/07 6:16:55 오후 GMT+9,예 (1-1번으로 이동),종합비타민;비타민D;오메가3;유산균,예,아니오,아니오,피곤할 때,,잘 모르겠음 (2번으로 이동),,건강하기 때문에 필요성을 느끼지 못한다;균형잡힌 식생활 만으로 충분하다,예,아니오,예,아니오,아니오,아니오,3,3,3,3,3,3,원하는 성분과 그 함량,3,1~2만원 미만,5,3,2,5,유튜브;인스타그램;신문/뉴스포털,유튜브;인스타그램;신문/뉴스포털,5,3,5,5,5,거의 안한다,좋은 식습관,3,6~8시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,있다,여자,30대,미혼,1인 가구,대학교 졸업,학생,월 100만원 미만,
2022/06/07 6:19:06 오후 GMT+9,아니오 (2번으로 이동),,아니오,아니오,아니오,운동할때 (옛날에는 더 많이 했는데 이제 못할때),"학원갈때,숙제 많을때,학교갈때, 자고싶은데 못잘때",잘 모르겠음 (2번으로 이동),,,예,아니오,예,아니오,,,2,2,2,3,4,4,주변의 효과와 경험담 소개;제조사(상표) 신뢰도;원하는 성분과 그 함량,2,1~2만원 미만,4,4,4,2,유튜브;지식인;TV시청,"유튜브;인스타그램;페이스북;트위터;포털사이트 (구글, 네이버, 다음 등);지식인;지인",4,4,2,4,4,주 3~5회,규칙적인 운동;좋은 식습관,5,6~8시간,전혀 마시지 않는다,전혀 마시지 않는다,아니오 (6번으로 이동),,없다,여자,10대,미혼,3~5인 가구,고졸이하,학생,,
2022/06/07 6:19:30 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;무기질 (마그네슘, 칼슘, 철분 등);유산균",예,예,예,피로감을 느낄때,아침에 못일어날때,예 (1-1번으로 이동),피로회복을 위해;일상의 활력 충전을 위해,,예,아니오,예,예,예,아니오,5,5,5,5,1,3,제조사(상표) 신뢰도;원하는 성분과 그 함량,1,4~5만원 미만,5,5,5,5,네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외),"포털사이트 (구글, 네이버, 다음 등);네이버카페;지인",4,3,4,3,2,주 3~5회,규칙적인 운동,4,5~6시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,40대,기혼,3~5인 가구,고졸이하,주부,월 600~700만원 미만,
2022/06/07 6:20:59 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;비타민B;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균;루테인, 지아잔틴 등 (눈 건강);밀크씨슬, 우루사 등 (간 건강)",예,예,예,비타민을 먹으면 에너지가 생기는 느낌이다 ,잠을 못자거나 평소보다 스케쥴이 많을 때 ,예 (1-1번으로 이동),피로회복을 위해;일상의 활력 충전을 위해;피부 미용을 위해;건강 유지를 위해,,예,예,아니오,아니오,예,아니오,5,5,5,5,5,5,제조사(상표) 신뢰도;원하는 성분과 그 함량,5,4~5만원 미만,5,5,3,5,유튜브;TV시청,유튜브;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청,5,5,5,5,5,주 1~2회,"좋은 식습관;규칙적인 생활;비타민, 무기질 등 영양제 섭취;정기적인 건강검진",4,6~8시간,일주일에 2~3회,하루에 2잔 이상,아니오 (6번으로 이동),,없다,여자,40대,기혼,3~5인 가구,대학교 졸업,자영업,월 500~600만원 미만,
2022/06/07 6:21:07 오후 GMT+9,아니오 (2번으로 이동),,아니오,아니오,아니오,체력부족 느낄 때,압박감(스트레스) 주는 일이 있을 때,잘 모르겠음 (2번으로 이동),,,예,아니오,예,아니오,아니오,,4,4,4,4,1,2,제조사(상표) 신뢰도;원하는 성분과 그 함량;적정 가격,5,2~3만원 미만,5,4,1,3,온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청;신문/뉴스포털,"포털사이트 (구글, 네이버, 다음 등);신문/뉴스포털",5,4,5,4,4,주 3~5회,"규칙적인 운동;좋은 식습관;규칙적인 생활;비타민, 무기질 등 영양제 섭취;정기적인 건강검진",4,6~8시간,한달에 3~4회,하루에 1잔,아니오 (6번으로 이동),,있다,남자,50대,기혼,3~5인 가구,대학교 졸업,사무직,월 700만원 이상,
2022/06/07 6:21:41 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민B;오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,아니오,,,잘 모르겠음 (2번으로 이동),,,예,아니오,아니오,아니오,아니오,아니오,2,2,4,2,4,4,주변의 효과와 경험담 소개;제조사(상표) 신뢰도;원하는 성분과 그 함량,4,2~3만원 미만,5,3,2,4,유튜브;인스타그램;네이버카페;신문/뉴스포털,"유튜브;포털사이트 (구글, 네이버, 다음 등);네이버카페;신문/뉴스포털;지인",5,5,4,3,5,주 1~2회,"규칙적인 운동;좋은 식습관;규칙적인 생활;비타민, 무기질 등 영양제 섭취",4,6~8시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,20대,미혼,3~5인 가구,대학원,학생,월 100~200만원 미만,
2022/06/07 6:22:34 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민D;무기질 (마그네슘, 칼슘, 철분 등);유산균",예,예,예,어지러움증 건망증 혈액순환등,스트레스받을때,예 (1-1번으로 이동),질병의 예방 및 치료를 위해;건강 유지를 위해,,예,예,아니오,예,예,아니오,4,4,4,4,1,5,제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량;적정 가격,5,1~2만원 미만,5,3,5,5,유튜브;네이버카페;TV시청,"포털사이트 (구글, 네이버, 다음 등)",4,4,4,4,4,주 1~2회,규칙적인 운동;좋은 식습관;정기적인 건강검진,3,5~6시간,전혀 마시지 않는다,하루에 2잔 이상,아니오 (6번으로 이동),,있다,여자,40대,기혼,3~5인 가구,대학교 졸업,프리랜서,월 200~300만원 미만,
2022/06/07 6:23:25 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;비타민B;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균;루테인, 지아잔틴 등 (눈 건강);밀크씨슬, 우루사 등 (간 건강)",예,예,예,한 해 한 해 내 몸이 예전같지 않다는 느낌을 받을 때.,"육체적인 노동, 스트레스",예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해;질병의 예방 및 치료를 위해;일상의 활력 충전을 위해;피부 미용을 위해;건강 유지를 위해,,예,예,아니오,예,예,아니오,4,4,4,4,4,4,"제조사(상표) 신뢰도;원하는 성분과 그 함량;적정 가격;제품의 형태(알약, 분말, 액상, 발포형)",4,1~2만원 미만,5,5,5,5,유튜브;인스타그램;네이버카페,"유튜브;인스타그램;포털사이트 (구글, 네이버, 다음 등);네이버카페;지인",4,4,4,4,4,주 3~5회,"규칙적인 운동;비타민, 무기질 등 영양제 섭취",3,5~6시간,한달에 3~4회,하루에 2잔 이상,아니오 (6번으로 이동),,없다,여자,40대,미혼,1인 가구,대학교 졸업,자영업,월 400~500만원 미만,
2022/06/07 6:26:43 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;무기질 (마그네슘, 칼슘, 철분 등);유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,예,다른기능서식품섭취가따로없으므로 노화의단계의 기본적섭취?,체럭이저하될때,아니오 (1-2번으로 이동),,별 효능을 모르겠음,아니오,아니오,아니오,예,아니오,아니오,3,2,2,2,3,3,주변의 효과와 경험담 소개,3,2~3만원 미만,3,3,3,3,온라인/모바일앱 커뮤니티 (네이버카페 외),온라인/모바일앱 커뮤니티 (네이버카페 외);지인,3,1,2,2,2,주 1~2회,정기적인 건강검진,3,8시간 초과,일주일에 2~3회,하루에 2잔 이상,아니오 (6번으로 이동),,있다,여자,40대,기혼,3~5인 가구,전문대 졸,주부,소득 없음,
2022/06/07 6:27:52 오후 GMT+9,예 (1-1번으로 이동),"무기질 (마그네슘, 칼슘, 철분 등);오메가3",예,아니오,아니오,몸이 쉽게 피로할 때,잠을 잘 못잤을 때,아니오 (1-2번으로 이동),,건강하기 때문에 필요성을 느끼지 못한다,예,아니오,아니오,예,아니오,아니오,1,1,1,1,5,5,주변의 효과와 경험담 소개,5,2~3만원 미만,5,5,5,5,온라인/모바일앱 커뮤니티 (네이버카페 외),"인스타그램;포털사이트 (구글, 네이버, 다음 등)",5,5,3,3,5,주 1~2회,특별히 신경쓰지 않는다,3,6~8시간,한달에 3~4회,일주일에 1~3잔,아니오 (6번으로 이동),,없다,여자,30대,기혼,3~5인 가구,대학교 졸업,주부,월 300~400만원 미만,
2022/06/07 6:28:41 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민D;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,예,,,예 (1-1번으로 이동),피로회복을 위해;일상의 활력 충전을 위해,,예,예,예,예,예,아니오,3,3,3,3,3,3,제품의 표지 등에 표시된 제품 정보,3,3~4만원 미만,3,3,4,1,유튜브;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청;라디오 청취,"포털사이트 (구글, 네이버, 다음 등);네이버카페;TV시청",2,2,5,3,3,주 3~5회,규칙적인 운동;좋은 식습관;정기적인 건강검진,3,6~8시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,있다,여자,50대,기혼,3~5인 가구,대학교 졸업,주부,월 700만원 이상,
2022/06/07 6:34:05 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,아니오,아니오,내장기의 취약한부분에 좋다고하는 얘길들었을때 그부분의 영양제를 구매해볼생각을 합니다,똑같은상황에 놓여져 활동을 했을때 유난히 다른때와 다른 체력저하나 졸림 피부에 염증(헤르페스같우)이생겼을때 내가 피로하구나 생각합니다,예 (1-1번으로 이동),피로회복을 위해;질병의 예방 및 치료를 위해;건강 유지를 위해,효과가 없다;가격이 비싸다,예,예,아니오,아니오,아니오,아니오,4,4,3,4,5,1,제조사(상표) 신뢰도;원하는 성분과 그 함량;적정 가격,4,2~3만원 미만,5,4,3,4,네이버카페;TV시청,"포털사이트 (구글, 네이버, 다음 등)",5,4,3,4,3,한달 1~2회 정도,좋은 식습관;정기적인 건강검진,1,6~8시간,한달에 3~4회,하루에 1잔,아니오 (6번으로 이동),,있다,여자,50대,기혼,3~5인 가구,고졸이하,주부,월 500~600만원 미만,
2022/06/07 6:34:35 오후 GMT+9,예 (1-1번으로 이동),종합비타민,예,예,예,유전영향,근무이후ㆍ육아이후,예 (1-1번으로 이동),피로회복을 위해;질병의 예방 및 치료를 위해;건강 유지를 위해,,예,예,예,예,예,아니오,5,5,5,5,1,1,제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량,3,2~3만원 미만,5,3,5,5,유튜브;인스타그램;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청;라디오 청취;신문/뉴스포털,"유튜브;인스타그램;포털사이트 (구글, 네이버, 다음 등);네이버카페;지식인;라디오 청취;신문/뉴스포털;지인",5,5,5,5,5,매일한다,"규칙적인 운동;좋은 식습관;규칙적인 생활;비타민, 무기질 등 영양제 섭취;정기적인 건강검진",3,6~8시간,전혀 마시지 않는다,하루에 1잔,아니오 (6번으로 이동),,있다,여자,40대,기혼,3~5인 가구,대학원,주부,월 400~500만원 미만,
2022/06/07 6:38:49 오후 GMT+9,예 (1-1번으로 이동),비타민D;유산균,예,아니오,아니오,평소에 잘 챙겨야한다고 생각합니다.,환절기 또는 업무스트레스,잘 모르겠음 (2번으로 이동),,,아니오,아니오,아니오,아니오,,,2,2,2,2,2,2,,,2~3만원 미만,,,,,유튜브,"포털사이트 (구글, 네이버, 다음 등)",4,2,3,3,2,주 1~2회,규칙적인 운동;좋은 식습관;규칙적인 생활,4,5~6시간,한달에 1~2회,하루에 2잔 이상,아니오 (6번으로 이동),,있다,남자,30대,미혼,3~5인 가구,대학교 졸업,사무직,월 200~300만원 미만,
2022/06/07 6:46:01 오후 GMT+9,예 (1-1번으로 이동),"비타민C;오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,예,나이가 들면서,아침에 자고 일어나서,예 (1-1번으로 이동),피로회복을 위해;피부 미용을 위해;건강 유지를 위해,,예,예,예,예,예,아니오,4,3,3,4,3,3,주변의 효과와 경험담 소개;적정 가격,3,3~4만원 미만,3,4,4,3,TV시청,TV시청;지인,3,3,3,3,3,주 1~2회,"비타민, 무기질 등 영양제 섭취",3,6~8시간,전혀 마시지 않는다,하루에 1잔,아니오 (6번으로 이동),,있다,여자,50대,기혼,3~5인 가구,고졸이하,프리랜서,월 100~200만원 미만,
2022/06/07 6:46:36 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;오메가3;유산균;밀크씨슬, 우루사 등 (간 건강)",예,예,예,현 라이프에있어서 건강해야 경제활동  여가활동등 할수있어서,"과중한업무,정신적인 스트레스등,음주 후",예 (1-1번으로 이동),건강 유지를 위해,,아니오,아니오,예,예,예,아니오,5,5,5,5,5,1,효능효과,5,2~3만원 미만,5,4,4,2,유튜브;인스타그램;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청,"유튜브;인스타그램;포털사이트 (구글, 네이버, 다음 등);네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);지인",5,5,5,5,4,주 1~2회,규칙적인 운동;좋은 식습관,4,6~8시간,한달에 3~4회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,40대,기혼,3~5인 가구,고졸이하,사무직,월 200~300만원 미만,
2022/06/07 6:47:54 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민B;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균",예,예,예,주변사람들이 갑자기 아플때,수면시간이 충족하지않았을때,예 (1-1번으로 이동),피로회복을 위해;질병의 예방 및 치료를 위해;일상의 활력 충전을 위해;건강 유지를 위해,,예,아니오,아니오,예,예,예,4,3,3,3,5,5,"주변의 효과와 경험담 소개;적정 가격;제품의 형태(알약, 분말, 액상, 발포형)",4,2~3만원 미만,4,4,4,2,지식인;TV시청;신문/뉴스포털,"포털사이트 (구글, 네이버, 다음 등);TV시청;신문/뉴스포털;지인",4,4,4,4,4,주 3~5회,규칙적인 운동;좋은 식습관;규칙적인 생활,4,5~6시간,전혀 마시지 않는다,하루에 2잔 이상,아니오 (6번으로 이동),,없다,여자,40대,기혼,3~5인 가구,고졸이하,주부,월 600~700만원 미만,
2022/06/07 6:58:00 오후 GMT+9,아니오 (2번으로 이동),,예,아니오,아니오,술 마신 다음 날 숙취가 너무 오래갈 때,커피로 인해 각성 상태로 공부를 10시간 정도 하고 난 직후 집으로 돌아가는 길,아니오 (1-2번으로 이동),,계속해서 챙겨먹어야 함,아니오,아니오,아니오,아니오,아니오,아니오,2,2,2,2,4,4,"주변의 효과와 경험담 소개;원하는 성분과 그 함량;적정 가격;제품의 형태(알약, 분말, 액상, 발포형)",4,2~3만원 미만,4,4,3,3,유튜브;인스타그램;페이스북;TV시청;신문/뉴스포털,"유튜브;포털사이트 (구글, 네이버, 다음 등);신문/뉴스포털;지인",4,4,4,4,2,주 3~5회,규칙적인 운동;좋은 식습관;규칙적인 생활;정기적인 건강검진,4,6~8시간,한달에 3~4회,하루에 1잔,아니오 (6번으로 이동),,없다,남자,20대,미혼,6인 가구 이상,대학교 재학,학생,소득 없음,
2022/06/07 7:02:48 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;비타민B;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,예,"아플때, 지인장례식장 조문",집안행사때 음식장만후,예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해;질병의 예방 및 치료를 위해;일상의 활력 충전을 위해;피부 미용을 위해;의사/약사 등 전문가의 권유에 의해,,예,예,예,아니오,예,아니오,4,3,3,3,2,1,제조사(상표) 신뢰도;제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량;적정 가격,2,2~3만원 미만,4,4,2,3,유튜브;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);지식인;TV시청;신문/뉴스포털,"유튜브;포털사이트 (구글, 네이버, 다음 등);네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);지식인;TV시청;신문/뉴스포털;지인",4,3,4,4,4,거의 안한다,규칙적인 생활,3,6~8시간,일주일에 2~3회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,50대,기혼,3~5인 가구,고졸이하,주부,월 500~600만원 미만,
2022/06/07 7:09:58 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;비타민B;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균;루테인, 지아잔틴 등 (눈 건강);밀크씨슬, 우루사 등 (간 건강)",예,예,예,피곤할때~ 배변활동 잘 안될때,무기력한기분이 들거나 자고일어낫을때 개운치않을때,예 (1-1번으로 이동),불규칙한 식사의 영양소 보충을 위해;건강 유지를 위해,,아니오,예,예,아니오,,아니오,4,5,5,3,1,1,"제품의 표지 등에 표시된 제품 정보;제품의 형태(알약, 분말, 액상, 발포형)",3,2~3만원 미만,5,5,5,1,인스타그램;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청;신문/뉴스포털,"포털사이트 (구글, 네이버, 다음 등);신문/뉴스포털;지인",5,5,5,5,4,주 1~2회,"좋은 식습관;비타민, 무기질 등 영양제 섭취;정기적인 건강검진",4,5~6시간,일주일에 2~3회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,30대,기혼,2인 가구,전문대 졸,사무직,월 300~400만원 미만,
2022/06/07 7:17:05 오후 GMT+9,아니오 (2번으로 이동),,아니오,아니오,아니오,,수면을 충분히 못했을때,예 (1-1번으로 이동),피로회복을 위해;질병의 예방 및 치료를 위해;일상의 활력 충전을 위해;건강 유지를 위해,,아니오,아니오,예,아니오,,,5,4,4,4,1,1,"제조사(상표) 신뢰도;제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량;적정 가격;제품의 형태(알약, 분말, 액상, 발포형);판매처(온라인, 약국, 건강기능식품 매장, 해외직구 등)",4,2~3만원 미만,4,5,3,1,페이스북;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청,"포털사이트 (구글, 네이버, 다음 등);온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청;지인",4,4,4,4,5,주 1~2회,규칙적인 생활;정기적인 건강검진,3,5~6시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,50대,기혼,3~5인 가구,고졸이하,주부,월 500~600만원 미만,
2022/06/07 7:17:58 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;비타민B;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,예,체력이 떨어졌다고 느낄 때,출퇴근할 때,예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해;질병의 예방 및 치료를 위해;일상의 활력 충전을 위해;건강 유지를 위해,,예,예,예,예,예,아니오,4,4,4,4,2,2,주변의 효과와 경험담 소개;제조사(상표) 신뢰도;적정 가격,4,2~3만원 미만,4,4,4,2,유튜브;인스타그램,유튜브;인스타그램,3,4,4,4,4,주 1~2회,"규칙적인 운동;좋은 식습관;규칙적인 생활;비타민, 무기질 등 영양제 섭취",4,6~8시간,한달에 3~4회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,30대,미혼,3~5인 가구,대학교 졸업,사무직,월 200~300만원 미만,
2022/06/07 7:33:48 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;오메가3;루테인, 지아잔틴 등 (눈 건강)",예,아니오,아니오,아침에 일어났을 때 수명이 얼마남지 않았다는 것을 느낌,"기상 직후, 식사 후",예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해;질병의 예방 및 치료를 위해;일상의 활력 충전을 위해,,예,아니오,예,예,예,아니오,5,3,5,5,5,1,주변의 효과와 경험담 소개;제품의 표지 등에 표시된 제품 정보,5,1~2만원 미만,3,3,3,3,유튜브;인스타그램,"유튜브;포털사이트 (구글, 네이버, 다음 등)",5,5,5,5,5,거의 안한다,"규칙적인 운동;비타민, 무기질 등 영양제 섭취",5,6~8시간,한달에 1~2회,하루에 2잔 이상,예 (5-1번으로 이동),30개비 이상,없다,남자,20대,미혼,3~5인 가구,대학교 졸업,개백수,월 100~200만원 미만,
2022/06/07 8:03:10 오후 GMT+9,예 (1-1번으로 이동),종합비타민;비타민C;비타민B;유산균,예,예,예,체력이 저하될때입니다,아침에 가뿐히 못일어날때입니다,예 (1-1번으로 이동),피로회복을 위해,,예,아니오,아니오,아니오,예,아니오,3,3,3,3,3,2,제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량,3,3~4만원 미만,4,3,3,2,유튜브;TV시청,유튜브;TV시청,4,3,4,4,3,거의 안한다,좋은 식습관;규칙적인 생활,4,5~6시간,한달에 3~4회,하루에 1잔,예 (5-1번으로 이동),30개비 이상,없다,남자,50대,기혼,3~5인 가구,대학교 졸업,자영업,월 700만원 이상,
2022/06/07 8:12:16 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;비타민B;오메가3;유산균;루테인, 지아잔틴 등 (눈 건강);밀크씨슬, 우루사 등 (간 건강)",예,예,예,피로회복이 안된다고 느꼈을 때,,예 (1-1번으로 이동),피로회복을 위해;일상의 활력 충전을 위해;건강 유지를 위해,,예,예,예,아니오,예,아니오,4,4,4,4,3,3,"원하는 성분과 그 함량;제품의 형태(알약, 분말, 액상, 발포형)",4,2~3만원 미만,4,4,4,3,인스타그램,"인스타그램;포털사이트 (구글, 네이버, 다음 등)",4,4,4,4,3,주 1~2회,"비타민, 무기질 등 영양제 섭취",4,5~6시간,일주일에 4~5회,하루에 2잔 이상,아니오 (6번으로 이동),,없다,여자,30대,미혼,3~5인 가구,대학원,전문직,월 100~200만원 미만,
2022/06/07 8:12:25 오후 GMT+9,예 (1-1번으로 이동),"비타민C;유산균;밀크씨슬, 우루사 등 (간 건강)",예,아니오,아니오,"잠을 자도 자도 졸릴 때, 개운하게 일어나지 못할 때, 깊은 숙면을 하지 못할 때
스트레스에 이전보다 더욱 예민해질 때
계단 오를 때 숨이 차는 상황
혓바늘이 날 때
생리 현상이 불규칙할 때","혓바늘이 날 때
피부에 여드름이 날 때",예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해;건강 유지를 위해,,아니오,아니오,예,아니오,,,4,4,3,3,5,5,"주변의 효과와 경험담 소개;제품의 형태(알약, 분말, 액상, 발포형)",5,2~3만원 미만,4,4,1,2,유튜브;인스타그램,"유튜브;인스타그램;포털사이트 (구글, 네이버, 다음 등)",1,4,3,2,1,거의 안한다,"비타민, 무기질 등 영양제 섭취",2,6~8시간,전혀 마시지 않는다,하루에 2잔 이상,예 (5-1번으로 이동),,없다,여자,20대,미혼,3~5인 가구,대학원,사무직,월 300~400만원 미만,
